Ano,Categoria,Produto,Quantidade(L)
1985,VINHO DE MESA,Tinto,138.710.394
1985,VINHO DE MESA,Rosado,23.988.088
1985,VINHO DE MESA,Branco,22.493.355
1985,VINHO FINO DE MESA,Tinto,13.133.683
1985,VINHO FINO DE MESA,Rosado,3.510.330
1985,VINHO FINO DE MESA,Branco,27.955.194
1985,VINHO ESPECIAL,Tinto,863.932
1985,VINHO ESPECIAL,Rosado,2.145.100
1985,VINHO ESPECIAL,Branco,1.757.709
1985,ESPUMANTES,Espumante  Moscatel,-
1985,ESPUMANTES,Espumante,-
1985,ESPUMANTES,Espumante Orgânico,-
1985,SUCO DE UVAS,Suco Natural Integral,-
1985,SUCO DE UVAS,Suco Adoçado,-
1985,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1985,SUCO DE UVAS,Suco Orgânico,-
1985,SUCO DE UVAS,Outros sucos de uvas,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1985,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),289.415
1985,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.551.097
1985,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,1.460.361
1985,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,6.005.137
1985,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,130.094
1985,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,83.792
1985,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,57.717
1985,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,3.397.749
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,1.081.646
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,1.598.767
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1985,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1986,VINHO DE MESA,Tinto,153.357.217
1986,VINHO DE MESA,Rosado,28.544.630
1986,VINHO DE MESA,Branco,21.228.171
1986,VINHO FINO DE MESA,Tinto,15.664.511
1986,VINHO FINO DE MESA,Rosado,3.685.709
1986,VINHO FINO DE MESA,Branco,31.531.559
1986,VINHO ESPECIAL,Tinto,749.197
1986,VINHO ESPECIAL,Rosado,2.057.888
1986,VINHO ESPECIAL,Branco,1.829.666
1986,ESPUMANTES,Espumante  Moscatel,-
1986,ESPUMANTES,Espumante,-
1986,ESPUMANTES,Espumante Orgânico,-
1986,SUCO DE UVAS,Suco Natural Integral,-
1986,SUCO DE UVAS,Suco Adoçado,-
1986,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1986,SUCO DE UVAS,Suco Orgânico,-
1986,SUCO DE UVAS,Outros sucos de uvas,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1986,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),353.074
1986,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2.308.675
1986,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,5.142.969
1986,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,5.065.559
1986,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,86.296
1986,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,320.098
1986,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,218.400
1986,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.503.550
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2.008.030
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,1.771.158
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1986,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1987,VINHO DE MESA,Tinto,96.590.206
1987,VINHO DE MESA,Rosado,21.376.304
1987,VINHO DE MESA,Branco,13.098.681
1987,VINHO FINO DE MESA,Tinto,10.144.561
1987,VINHO FINO DE MESA,Rosado,2.328.264
1987,VINHO FINO DE MESA,Branco,21.863.035
1987,VINHO ESPECIAL,Tinto,372.184
1987,VINHO ESPECIAL,Rosado,1.122.648
1987,VINHO ESPECIAL,Branco,1.475.021
1987,ESPUMANTES,Espumante  Moscatel,-
1987,ESPUMANTES,Espumante,-
1987,ESPUMANTES,Espumante Orgânico,-
1987,SUCO DE UVAS,Suco Natural Integral,-
1987,SUCO DE UVAS,Suco Adoçado,-
1987,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1987,SUCO DE UVAS,Suco Orgânico,-
1987,SUCO DE UVAS,Outros sucos de uvas,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1987,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),236.724
1987,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.553.986
1987,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,9.062.619
1987,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2.601.744
1987,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,6.529.116
1987,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,19.124
1987,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,188.048
1987,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.156.496
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,1.803.640
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,1.370.676
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1987,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1988,VINHO DE MESA,Tinto,114.100.716
1988,VINHO DE MESA,Rosado,17.329.181
1988,VINHO DE MESA,Branco,19.248.750
1988,VINHO FINO DE MESA,Tinto,11.713.661
1988,VINHO FINO DE MESA,Rosado,1.939.881
1988,VINHO FINO DE MESA,Branco,26.360.844
1988,VINHO ESPECIAL,Tinto,525.229
1988,VINHO ESPECIAL,Rosado,887.025
1988,VINHO ESPECIAL,Branco,915.896
1988,ESPUMANTES,Espumante  Moscatel,-
1988,ESPUMANTES,Espumante,-
1988,ESPUMANTES,Espumante Orgânico,-
1988,SUCO DE UVAS,Suco Natural Integral,-
1988,SUCO DE UVAS,Suco Adoçado,-
1988,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1988,SUCO DE UVAS,Suco Orgânico,-
1988,SUCO DE UVAS,Outros sucos de uvas,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1988,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),285.409
1988,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.786.613
1988,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,8.806.545
1988,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2.220.670
1988,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,5.574.201
1988,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,59.251
1988,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,221.836
1988,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2.696.620
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,1.381.934
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,1.243.637
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1988,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1989,VINHO DE MESA,Tinto,136.642.954
1989,VINHO DE MESA,Rosado,14.564.451
1989,VINHO DE MESA,Branco,21.713.862
1989,VINHO FINO DE MESA,Tinto,14.737.896
1989,VINHO FINO DE MESA,Rosado,2.596.587
1989,VINHO FINO DE MESA,Branco,33.055.779
1989,VINHO ESPECIAL,Tinto,288.905
1989,VINHO ESPECIAL,Rosado,876.167
1989,VINHO ESPECIAL,Branco,623.700
1989,ESPUMANTES,Espumante  Moscatel,-
1989,ESPUMANTES,Espumante,-
1989,ESPUMANTES,Espumante Orgânico,-
1989,SUCO DE UVAS,Suco Natural Integral,-
1989,SUCO DE UVAS,Suco Adoçado,-
1989,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1989,SUCO DE UVAS,Suco Orgânico,-
1989,SUCO DE UVAS,Outros sucos de uvas,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1989,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),202.478
1989,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2.232.781
1989,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,4.474.031
1989,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,1.382.427
1989,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,6.698.678
1989,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,49.075
1989,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,8.265
1989,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,1.067.310
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,1.754.501
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,1.278.729
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1989,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1990,VINHO DE MESA,Tinto,120.889.721
1990,VINHO DE MESA,Rosado,16.482.188
1990,VINHO DE MESA,Branco,27.353.737
1990,VINHO FINO DE MESA,Tinto,11.141.857
1990,VINHO FINO DE MESA,Rosado,1.583.368
1990,VINHO FINO DE MESA,Branco,27.160.034
1990,VINHO ESPECIAL,Tinto,266.887
1990,VINHO ESPECIAL,Rosado,595.973
1990,VINHO ESPECIAL,Branco,508.363
1990,ESPUMANTES,Espumante  Moscatel,-
1990,ESPUMANTES,Espumante,-
1990,ESPUMANTES,Espumante Orgânico,-
1990,SUCO DE UVAS,Suco Natural Integral,-
1990,SUCO DE UVAS,Suco Adoçado,-
1990,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1990,SUCO DE UVAS,Suco Orgânico,-
1990,SUCO DE UVAS,Outros sucos de uvas,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1990,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),174.148
1990,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.464.094
1990,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2.649.267
1990,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,577.779
1990,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,7.009.725
1990,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,47.536
1990,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,175.827
1990,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,362.275
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,3.746.797
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,937.996
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1990,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1991,VINHO DE MESA,Tinto,141.726.264
1991,VINHO DE MESA,Rosado,16.322.381
1991,VINHO DE MESA,Branco,32.086.250
1991,VINHO FINO DE MESA,Tinto,9.015.204
1991,VINHO FINO DE MESA,Rosado,1.342.140
1991,VINHO FINO DE MESA,Branco,27.168.767
1991,VINHO ESPECIAL,Tinto,326.807
1991,VINHO ESPECIAL,Rosado,487.553
1991,VINHO ESPECIAL,Branco,540.501
1991,ESPUMANTES,Espumante  Moscatel,-
1991,ESPUMANTES,Espumante,-
1991,ESPUMANTES,Espumante Orgânico,-
1991,SUCO DE UVAS,Suco Natural Integral,-
1991,SUCO DE UVAS,Suco Adoçado,-
1991,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1991,SUCO DE UVAS,Suco Orgânico,-
1991,SUCO DE UVAS,Outros sucos de uvas,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1991,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),149.352
1991,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.627.961
1991,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,3.190.379
1991,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,181.500
1991,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,8.163.189
1991,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,35.880
1991,OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Sangria,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,544.002
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,3.842.243
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,966.627
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,-
1991,OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,-
1992,VINHO DE MESA,Tinto,138.190.489
1992,VINHO DE MESA,Rosado,12.822.511
1992,VINHO DE MESA,Branco,29.217.431
1992,VINHO FINO DE MESA,Tinto,10.712.402
1992,VINHO FINO DE MESA,Rosado,1.130.509
1992,VINHO FINO DE MESA,Branco,27.694.149
1992,VINHO ESPECIAL,Tinto,217.945
1992,VINHO ESPECIAL,Rosado,304.897
1992,VINHO ESPECIAL,Branco,359.722
1992,ESPUMANTES,Espumante  Moscatel,-
1992,ESPUMANTES,Espumante,-
1992,ESPUMANTES,Espumante Orgânico,-
1992,SUCO DE UVAS,Suco Natural Integral,-
1992,SUCO DE UVAS,Suco Adoçado,-
1992,SUCO DE UVAS,Suco Reprocessado/reconstituido,-
1992,SUCO DE UVAS,Suco Orgânico,-
1992,SUCO DE UVAS,Outros sucos de uvas,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),-
1992,OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),38.015
1992,OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),1.488.284
1992,OUTROS PRODUTOS COMERCIALIZADOS,Cooler,1.975.289
1992,OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,-
1992,OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,109.142
1992,OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,7.140.569
1992,OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,25.440
